Indis	chromosome	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50	group
GTOP-AK281	5	287942	162337	540	1	677	23	239.7887740029542	2	4494	162337	73918	215727.4903988183	1	3017901	146047511	162878	134818	134418	0.9966784955610948	0.9970330371315403	450493	LRS
GTOP-AK281	6	290372	167987	1578	2	526	41.5	319.36692015209127	2	2579	167987	87098	268454.91064638784	8	1889185	141207283	169567	139915	138468	0.9906821492389439	0.9896580066468927	610563	LRS
GTOP-AK281	7	288635	158589	1607	1	573	40	276.7696335078534	2	6093	158589	87770	229295.04188481675	2	3394924	131386059	160197	132427	130962	0.9899623588456713	0.988937301305625	462145	LRS
GTOP-AK281	8	245003	135957	1635	0	555	20	244.96756756756756	2	5773	135957	69438	209484.34954954954	2	2549158	116263814	137592	115554	114070	0.9881170416884703	0.9871575194281461	403255	LRS
GTOP-AK281	9	232788	128807	2027	0	457	75	281.8533916849015	2	2477	128807	89895	218841.53610503284	3	1848829	100010582	130834	110046	108223	0.9845070853142149	0.9834342002435346	344558	LRS
GTOP-AK281	10	257762	129259	587	0	496	49	260.6028225806452	2	3697	129259	95633	221663.65725806452	2	2426033	109945174	129846	107133	106683	0.9954792600465167	0.9957996135644479	434932	LRS
GTOP-AK281	11	255178	121279	3338	0	564	19	215.0336879432624	2	2575	121279	63347	189182.8085106383	2	1902048	106699104	124617	104600	101390	0.9732139274737797	0.9693116634799235	380814	LRS
GTOP-AK281	12	242727	120836	1017	1	498	25.5	242.6425702811245	2	2496	120836	85764	219461.2751004016	2	2094385	109291715	121854	99544	98658	0.9916457399839151	0.9910994133247609	460621	LRS
GTOP-AK281	13	206167	96025	1594	0	325	36	295.46153846153845	2	5719	96025	81249	250737.58153846153	1	4786234	81489714	97619	80961	79444	0.9836712115469325	0.9812625832190808	390322	LRS
GTOP-AK281	14	149461	85978	243	0	293	45	293.4402730375427	2	2997	85978	98910	252435.24232081912	2	2384650	73963526	86221	70993	70831	0.9971816610802473	0.9977180848816081	377710	LRS
GTOP-AK281	15	147797	77156	2142	0	334	32.5	231.00598802395209	2	2383	77156	65785.5	189122.2724550898	1	1684390	63166839	79298	65965	64036	0.9729879694317637	0.9707572197377398	184232	LRS
GTOP-AK281	16	152415	84327	1807	0	287	36	293.82229965156796	2	5552	84327	86451	232951.91637630662	19	2460615	66857200	86134	71716	70062	0.9790210602085123	0.976936806291483	398881	LRS
GTOP-AK281	17	168348	70885	601	0	350	26	202.52857142857144	2	3476	70885	59621	177946.87714285715	4	2826239	62281407	71486	57590	57103	0.9915927594214252	0.9915436707761764	288667	LRS
GTOP-AK281	18	174558	71563	2908	0	299	19	239.34113712374582	2	2352	71563	69145	205245.71906354514	8	1617765	61368470	74471	62499	59668	0.9609512427656404	0.9547032752524041	381354	LRS
GTOP-AK281	19	102884	63893	200	0	197	61	324.3299492385787	2	2875	63893	90328	238190.0659898477	14	1871532	46923443	64093	51062	50935	0.9968795344265364	0.997512827542987	436039	LRS
GTOP-AK281	20	116911	58719	1210	0	300	27	195.73	2	2726	58719	59157.5	164219.25	1	2553711	49265775	59929	50106	48953	0.9798094411720536	0.9769887837783898	278288	LRS
GTOP-AK281	21	80480	46319	533	0	147	144	315.0952380952381	2	3030	46319	116401	210412.8231292517	6	1513399	30930685	46852	39553	39074	0.9886237513873474	0.9878896670290497	225947	LRS
GTOP-AK281	22	72952	44479	306	0	155	44	286.9612903225806	2	2430	44479	84834	199166.5806451613	21	1755282	30870820	44785	37525	37279	0.9931673551412303	0.9934443704197202	172047	LRS
GTOP-AL091	1	435305	210429	1562	0	662	65.5	317.86858006042297	2	2745	210429	116412	292995.3821752266	2	2479302	193962943	211991	174770	173380	0.99263176266917	0.9920466899353436	543908	LRS
GTOP-AL091	2	399952	205006	1138	0	705	37	290.7886524822695	2	3953	205006	119466	288379.2212765957	2	3053265	203307351	206144	170283	169295	0.9944795870847563	0.9941978940939494	542462	LRS
GTOP-AL091	3	339456	175849	1989	1	576	26	305.29340277777777	2	3911	175849	104134	288445.68402777775	2	2907434	166144714	177839	147752	145879	0.9888101035206001	0.9873233526449726	603244	LRS
GTOP-AL091	4	368758	199207	1470	0	527	49	378.00189753320683	2	4144	199207	126248	307488.37950664136	1	2496220	162046376	200677	167748	166411	0.9926747958161622	0.9920297112335169	685318	LRS
GTOP-AL091	5	289461	159852	543	0	507	56	315.2899408284024	2	3130	159852	144337	299054.36291913217	3	2724209	151620562	160395	132534	132088	0.9966146076872721	0.9966348257805544	574734	LRS
GTOP-AL091	6	289561	162958	1528	0	456	72.5	357.3640350877193	2	4177	162958	117005.5	308128.39254385966	2	3510233	140506547	164486	135506	134105	0.9907104556010846	0.9896609744217968	651167	LRS
GTOP-AL091	7	299845	162072	2488	1	425	61	381.3458823529412	2	6501	162072	113320	318021.5105882353	2	3279111	135159142	164561	136438	134079	0.9848749096079873	0.98271009542796	655198	LRS
GTOP-AL091	8	253097	139436	1581	0	417	61	334.378896882494	2	6486	139436	112516	292568.9424460432	1	3171419	122001249	141017	118277	116807	0.9887885857733465	0.9875715481454551	579858	LRS
GTOP-AL091	9	230564	112260	2470	0	323	91	347.55417956656345	2	3390	112260	120750	285457.9814241486	1	2668109	92202928	114730	96663	94405	0.978471193236294	0.9766404932600892	383488	LRS
GTOP-AL091	10	273674	139321	1065	1	332	116	419.64156626506025	2	4148	139321	155382	351942.3614457831	147	2870853	116844864	140387	116651	115676	0.9924067043244745	0.9916417347472375	697889	LRS
GTOP-AL091	11	265565	122665	5693	0	347	98	353.5014409221902	2	3164	122665	153115	329120.79250720463	1	2322437	114204915	128358	107691	102078	0.9556474859377678	0.9478786528122127	580313	LRS
GTOP-AL091	12	246237	124128	1599	1	371	87	334.5768194070081	2	5047	124128	121901	304330.18059299194	28	3704870	112906497	125728	102447	100923	0.9872741155510308	0.9851240153445197	562070	LRS
GTOP-AL091	13	205251	94471	1015	0	234	134	403.72222222222223	2	3764	94471	149038.5	361162.0683760684	3	3221399	84511924	95486	79407	78452	0.9893701694489244	0.9879733524752226	527855	LRS
GTOP-AL091	14	147843	84402	175	0	232	63.5	363.80172413793105	2	2875	84402	120768.5	318522	12	2169484	73897104	84577	69735	69618	0.9979308795535429	0.998322219832222	466187	LRS
GTOP-AL091	15	152943	81165	2648	0	213	98	381.056338028169	2	3875	81165	124139	324031.338028169	2	2855936	69018675	83813	69338	66890	0.9684058558934772	0.964694684011653	431646	LRS
GTOP-AL091	16	156710	82276	2376	0	230	40.5	357.7217391304348	2	4451	82276	107095.5	294782.27826086956	4	2666085	67799924	84652	70739	68522	0.9719321457260313	0.9686594382165425	502060	LRS
GTOP-AL091	17	197327	75125	714	1	233	40	322.42489270386267	2	3173	75125	100738	281717.8025751073	1	2235969	65640248	75840	61049	60419	0.9905722573839663	0.9896804206457108	491657	LRS
GTOP-AL091	18	182832	65045	3738	0	216	67	301.13425925925924	2	4269	65045	122496	294628.2083333333	13	2665589	63639693	68783	57550	53870	0.9456551764244072	0.9360556038227628	476673	LRS
GTOP-AL091	19	104542	65913	182	0	119	181	553.890756302521	2	3780	65913	179458	417381.6302521008	5859	3716774	49668414	66095	52676	52550	0.997246387775172	0.9976080188321057	771256	LRS
GTOP-AL091	20	123898	62491	1058	0	200	93	312.455	2	2605	62491	102808.5	261613.585	792	2343162	52322717	63549	53247	52245	0.9833514296055013	0.9811820384247	473397	LRS
GTOP-AL091	21	83341	47625	1757	0	117	148	407.05128205128204	2	3666	47625	122128	267652.2393162393	34	2329318	31315312	49382	41865	40210	0.9644202340933944	0.9604681715036426	309014	LRS
GTOP-AL091	22	74120	41283	391	0	128	104.5	322.5234375	2	2458	41283	97048.5	235874.75	37	1980811	30191968	41674	34780	34443	0.9906176512933723	0.9903105232892467	175639	LRS
GTOP-AL121	1	435050	208087	1973	1	685	53	303.77664233576644	2	3391	208087	106507	280446.78540145984	2	3288848	192106048	210061	172673	170885	0.9906027296832824	0.9896451674552478	489936	LRS
GTOP-AL121	2	397772	203867	1128	0	712	41.5	286.3300561797753	2	3828	203867	109168	275440.4396067416	2	3246311	196113593	204995	169214	168235	0.9944974267665065	0.9942144267022823	503026	LRS
GTOP-AL121	3	310577	104561	1873	0	419	13	249.54892601431982	2	3456	104561	59149	227800.84248210024	1	2776429	95448553	106434	87849	86173	0.9824022398857508	0.9809218090131931	0	LRS
GTOP-AL121	4	358919	188574	1217	0	516	80.5	365.45348837209303	2	5642	188574	134446	314170.98255813954	2	3297737	162112227	189791	158253	157163	0.9935876832937284	0.9931122948696075	583702	LRS
GTOP-AL121	5	286050	161396	359	1	519	57	310.97495183044316	2	3288	161396	120355	291945.4026974952	44	2934805	151519664	161756	133613	133326	0.997774425678182	0.9978520054186344	556757	LRS
GTOP-AL121	6	272106	130909	1627	2	456	25.5	287.0811403508772	2	5300	130909	99603	261203.06798245615	1	3942543	119108599	132538	109279	107791	0.9877091852902564	0.9863834771548056	385630	LRS
GTOP-AL121	7	283895	141161	2130	0	415	27	340.1469879518072	2	5812	141161	99509	285112.47228915663	2	3828196	118321676	143291	118651	116672	0.9851351445659532	0.9833208316828346	481810	LRS
GTOP-AL121	8	253868	145322	1699	0	391	74	371.6675191815857	2	6720	145322	115145	314792.22250639385	2	3295614	123083759	147021	123287	121700	0.988443827752498	0.9871275965835814	668278	LRS
GTOP-AL121	9	236289	123631	2668	0	343	95	360.4402332361516	2	3508	123631	115270	300147.5860058309	2	3098743	102950622	126299	105998	103523	0.9788755255386028	0.9766505028396762	500788	LRS
GTOP-AL121	10	273570	138825	921	0	361	122	384.5567867036011	2	4643	138825	144391	320109.97783933516	2	2903642	115559702	139746	115415	114594	0.9934094714696664	0.9928865398778322	561629	LRS
GTOP-AL121	11	248218	94390	5164	1	354	23	266.638418079096	2	2985	94390	79965	250508.99152542374	1	2478786	88680183	99555	83317	78271	0.9481191301290743	0.9394361294813783	315544	LRS
GTOP-AL121	12	236643	102409	1843	0	312	44	328.23397435897436	2	2938	102409	105673.5	287160.20192307694	1	2690508	89593983	104252	85159	83449	0.9823216820780417	0.9799199145128524	417212	LRS
GTOP-AL121	13	195728	73539	1017	0	260	28	282.8423076923077	2	3063	73539	85209.5	251165.9846153846	1	2385292	65303156	74556	61810	60864	0.986359246740705	0.9846950331661544	224369	LRS
GTOP-AL121	14	149704	88796	195	0	200	109	443.98	2	6456	88796	170097	379509.77	2	4555623	75901954	88991	73215	73072	0.9978087671787035	0.998046848323431	552956	LRS
GTOP-AL121	15	152224	79761	2679	0	243	74	328.2345679012346	2	3994	79761	107153	282875.39506172837	2	3057411	68738721	82440	68508	66033	0.9675036390101892	0.9638728323699421	401389	LRS
GTOP-AL121	16	138156	42981	2940	0	184	9	233.5923913043478	2	3858	42981	22297	185328.47826086957	1	2198583	34100440	45921	38451	35750	0.9359770039851049	0.9297547528022678	0	LRS
GTOP-AL121	17	192009	78578	702	0	258	54	304.5658914728682	2	3400	78578	83607.5	252372.59302325582	7	2685477	65112129	79280	63910	63316	0.9911453077699294	0.9907056798623064	508383	LRS
GTOP-AL121	18	190012	74462	3857	0	192	124	387.8229166666667	2	2914	74462	172986.5	345418.734375	36	2432531	66320397	78319	65508	61707	0.9507526909179126	0.9419765524821396	592804	LRS
GTOP-AL121	19	106244	63773	207	0	153	82	416.8169934640523	2	3213	63773	128848	312174.08496732026	1	2160056	47762635	63980	50946	50800	0.9967646139418568	0.9971342205472461	610760	LRS
GTOP-AL121	20	123659	65730	999	0	180	147	365.1666666666667	2	3140	65730	155121	303464.8388888889	13	2445405	54623671	66729	56131	55184	0.9850289978869757	0.9831287523828187	530647	LRS
GTOP-AL121	21	85505	49042	1431	0	110	127	445.8363636363636	2	3297	49042	124984	289085.9727272727	4	1583541	31799457	50473	42897	41551	0.9716482079527669	0.9686225143949461	394108	LRS
GTOP-AL121	22	75688	43885	283	0	101	260	434.5049504950495	2	3127	43885	122179	317296.28712871287	8	2272373	32046925	44168	36427	36189	0.9935926462597355	0.9934663848244434	326730	LRS
GTOP-AL271	1	434629	215313	2297	2	739	40	291.3572395128552	2	3771	215313	92074	260039.71718538567	1	3018799	192169351	217612	179707	177643	0.9894353252577983	0.9885146377158375	458830	LRS
GTOP-AL271	2	399308	212836	1137	0	761	30	279.67936925098553	2	3967	212836	90068	263436.9132720105	1	2935871	200475491	213973	176624	175649	0.9946862454608759	0.9944797988948274	525392	LRS
GTOP-AL271	3	337320	176285	1731	0	609	34	289.4663382594417	2	3954	176285	109636	273274.3645320197	2	2766041	166424088	178016	147358	145757	0.9902761549523639	0.9891353031392934	578206	LRS
GTOP-AL271	4	359067	189297	1088	0	598	43.5	316.55016722408027	2	3189	189297	93467.5	266088.7591973244	3	2580635	159121078	190385	158902	157956	0.9942852640701736	0.9940466451020126	593992	LRS
GTOP-AL271	5	284229	161750	387	0	534	48	302.90262172284645	2	3923	161750	124825.5	282057.7958801498	1	3030314	150618863	162137	134038	133737	0.9976131296372821	0.9977543681642519	544852	LRS
GTOP-AL271	6	291445	164062	1542	0	467	66	351.3104925053533	2	4083	164062	121249	303033.82655246253	8	2898093	141516797	165604	136580	135141	0.9906886307094032	0.9894640503734076	641760	LRS
GTOP-AL271	7	297222	160801	1631	0	455	87	353.40879120879123	2	4319	160801	115086	296188.7274725275	2	2685774	134765871	162432	134243	132733	0.9899588750985028	0.9887517412453536	576101	LRS
GTOP-AL271	8	252532	142167	1576	0	460	83	309.0586956521739	2	4570	142167	115494	260542.65652173912	5	2081810	119849622	143743	120712	119250	0.9890359878394078	0.9878885280668036	483073	LRS
GTOP-AL271	9	228718	122114	2489	0	375	95	325.63733333333334	2	3476	122114	109102	271701.6986666667	1	2998322	101888137	124603	104466	102167	0.9800245579961959	0.9779928397756208	453597	LRS
GTOP-AL271	10	262679	137174	575	0	401	39	342.0798004987531	2	3301	137174	101897	282488.17705735663	4	1881692	113277759	137749	114079	113611	0.9958257410217134	0.995897579747368	588666	LRS
GTOP-AL271	11	262619	126816	5507	1	407	55	311.5872235872236	2	3044	126816	111287	276704.3046683047	5	2807251	112618652	132324	110934	105527	0.9583748979776912	0.9512593073358934	557892	LRS
GTOP-AL271	12	244335	124927	1381	1	400	38.5	312.3175	2	3017	124927	101634.5	279874.8225	1	2403101	111949929	126309	103459	102175	0.9890585785652646	0.9875892865772915	552487	LRS
GTOP-AL271	13	207978	94899	1072	0	261	64	363.5977011494253	2	3574	94899	126538	320324.22222222225	11	2786988	83604622	95971	79525	78499	0.9888299590501297	0.9870983967305879	497441	LRS
GTOP-AL271	14	149272	85273	137	0	275	51	310.08363636363634	2	3018	85273	111401	269966.12363636366	1	2233982	74240684	85410	70355	70259	0.9983959723685751	0.9986354914362874	404979	LRS
GTOP-AL271	15	152450	80905	2894	0	250	46.5	323.62	2	3522	80905	84883	272971.848	25	2260201	68242962	83799	69767	67126	0.965464981682359	0.9621454269210372	364605	LRS
GTOP-AL271	16	151464	78821	2480	0	264	39.5	298.56439393939394	2	3903	78821	104680	251957.14772727274	158	2153645	66516687	81301	67697	65385	0.9694960701590386	0.9658478219123448	398647	LRS
GTOP-AL271	17	181206	71659	787	0	307	33	233.4169381107492	2	3251	71659	78193	205975.003257329	4	2005772	63234326	72446	58638	57974	0.9891367363277476	0.9886762850028992	346099	LRS
GTOP-AL271	18	183603	75970	2878	0	216	155.5	351.712962962963	2	3247	75970	133734	299825.24074074073	152	1981024	64762252	78848	65941	63113	0.9634993912337663	0.9571131769308928	479396	LRS
GTOP-AL271	19	106856	69411	265	1	148	193	468.9932432432432	2	3643	69411	164342	327064.4324324324	6	2183639	48405536	69677	55909	55720	0.9961823844310174	0.9966195066983848	523345	LRS
GTOP-AL271	20	128606	65294	1162	1	229	73	285.12663755458516	2	2626	65294	98362	228829.58515283844	2	2112817	52401975	66457	55928	54817	0.9824999623816905	0.9801351737948791	422363	LRS
GTOP-AL271	21	82741	46266	1232	0	140	92.5	330.4714285714286	2	3471	46266	93685.5	216977.77142857143	4	2053297	30376888	47498	40263	39135	0.9740620657711904	0.971984203859623	238359	LRS
GTOP-AL271	22	77376	46091	539	0	136	132	338.90441176470586	2	2338	46091	95499.5	229180.49264705883	8	1681877	31168547	46630	39013	38553	0.988440917864036	0.9882090585189552	210709	LRS
GTOP-BA041	1	434550	210098	2061	0	700	65	300.14	2	4285	210098	119454	277631.8685714286	5	3708331	194342308	212159	175315	173464	0.9902855876960205	0.9894418617916322	479539	LRS
GTOP-BA041	2	405706	218852	1103	0	679	56	322.31516936671574	2	5099	218852	130474	302339.42562592047	1	3495766	205288470	219955	181447	180492	0.9949853379100271	0.9947367550855071	536719	LRS
GTOP-BA041	3	342611	179896	1917	2	529	26	340.0680529300567	2	6087	179896	107077	317450.0945179584	2	5657404	167931100	181815	150706	148907	0.9894453152930176	0.9880628508486723	685035	LRS
GTOP-BA041	4	354167	182529	871	1	550	39	331.8709090909091	2	4242	182529	125114.5	290342.86363636365	17	2501862	159688575	183401	153451	152707	0.9952453912465036	0.9951515467478218	585092	LRS
GTOP-BA041	5	289693	167325	402	0	491	37	340.78411405295316	2	4035	167325	114639	313251.2932790224	7	3382018	153806385	167727	138887	138589	0.9976032481353628	0.9978543708194432	734603	LRS
GTOP-BA041	6	289810	161460	1456	0	465	56	347.2258064516129	2	3969	161460	120342	301531.52043010754	2	2435165	140212157	162916	134313	132991	0.991062879029684	0.9901573190979279	601518	LRS
GTOP-BA041	7	298376	164280	1899	1	424	95.5	387.45283018867923	2	5557	164280	125713.5	322878.8938679245	3	2596821	136900651	166180	137468	135695	0.988566614514382	0.9871024529345012	697938	LRS
GTOP-BA041	8	250519	135128	1615	0	423	50	319.45153664302603	2	8864	135128	102687	289801.25768321514	2	3391719	122585932	136743	114841	113335	0.988189523412533	0.9868862165951184	584806	LRS
GTOP-BA041	9	234394	124534	2928	0	321	125	387.9563862928349	2	3332	124534	134196	326852.82866043615	4	2190936	104919758	127462	106715	103996	0.9770284476942147	0.9745209202080307	561159	LRS
